INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,SE,FLAG
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2005,6,45-54 years,1.31,29.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2006,7,45-54 years,1.31,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2007,8,45-54 years,1.31,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2008,9,45-54 years,1.31,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2009,10,45-54 years,1.31,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2010,11,45-54 years,1.31,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2011,12,45-54 years,1.31,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2012,13,45-54 years,1.31,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2013,14,45-54 years,1.31,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2014,15,45-54 years,1.31,41.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2015,16,45-54 years,1.31,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2016,17,45-54 years,1.31,41.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2017,18,45-54 years,1.31,38.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 45-54 years,3.13,2018,19,45-54 years,1.31,35.0,2.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2000,1,55-64 years,1.32,30.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2001,2,55-64 years,1.32,28.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2002,3,55-64 years,1.32,28.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2003,4,55-64 years,1.32,29.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2004,5,55-64 years,1.32,28.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2005,6,55-64 years,1.32,28.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2006,7,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2007,8,55-64 years,1.32,29.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2008,9,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2009,10,55-64 years,1.32,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2010,11,55-64 years,1.32,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2011,12,55-64 years,1.32,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2012,13,55-64 years,1.32,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2013,14,55-64 years,1.32,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2014,15,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2015,16,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2016,17,55-64 years,1.32,39.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2017,18,55-64 years,1.32,30.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 55-64 years,3.14,2018,19,55-64 years,1.32,35.0,2.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2000,1,65-74 years,1.41,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2001,2,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2002,3,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2003,4,65-74 years,1.41,41.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2004,5,65-74 years,1.41,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2005,6,65-74 years,1.41,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2006,7,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2007,8,65-74 years,1.41,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2008,9,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2009,10,65-74 years,1.41,40.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2010,11,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2011,12,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2012,13,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2013,14,65-74 years,1.41,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2014,15,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2015,16,65-74 years,1.41,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2016,17,65-74 years,1.41,39.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2017,18,65-74 years,1.41,33.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 65-74 years,3.15,2018,19,65-74 years,1.41,35.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2000,1,75 years and over,1.42,59.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2001,2,75 years and over,1.42,57.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2002,3,75 years and over,1.42,58.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2003,4,75 years and over,1.42,67.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2004,5,75 years and over,1.42,56.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2005,6,75 years and over,1.42,60.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2006,7,75 years and over,1.42,58.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2007,8,75 years and over,1.42,56.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2008,9,75 years and over,1.42,68.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2009,10,75 years and over,1.42,63.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2010,11,75 years and over,1.42,60.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2011,12,75 years and over,1.42,62.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2012,13,75 years and over,1.42,62.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2013,14,75 years and over,1.42,55.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2014,15,75 years and over,1.42,61.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2015,16,75 years and over,1.42,60.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2016,17,75 years and over,1.42,62.0,6.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2017,18,75 years and over,1.42,55.0,6.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Male: 75 years and over,3.16,2018,19,75 years and over,1.42,56.0,5.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2000,1,Under 18 years,1.1,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2001,2,Under 18 years,1.1,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2002,3,Under 18 years,1.1,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2003,4,Under 18 years,1.1,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2004,5,Under 18 years,1.1,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2005,6,Under 18 years,1.1,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2006,7,Under 18 years,1.1,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2007,8,Under 18 years,1.1,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2008,9,Under 18 years,1.1,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2009,10,Under 18 years,1.1,43.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2010,11,Under 18 years,1.1,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2011,12,Under 18 years,1.1,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2012,13,Under 18 years,1.1,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2013,14,Under 18 years,1.1,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2014,15,Under 18 years,1.1,43.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2015,16,Under 18 years,1.1,43.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2016,17,Under 18 years,1.1,43.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2017,18,Under 18 years,1.1,45.0,5.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: Under 18 years,3.17,2018,19,Under 18 years,1.1,40.0,5.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2000,1,18-44 years,1.2,46.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2001,2,18-44 years,1.2,45.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2002,3,18-44 years,1.2,46.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2003,4,18-44 years,1.2,47.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2004,5,18-44 years,1.2,47.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2005,6,18-44 years,1.2,48.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2006,7,18-44 years,1.2,52.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2007,8,18-44 years,1.2,49.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2008,9,18-44 years,1.2,53.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2009,10,18-44 years,1.2,57.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2010,11,18-44 years,1.2,57.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2011,12,18-44 years,1.2,59.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2012,13,18-44 years,1.2,56.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2013,14,18-44 years,1.2,55.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2014,15,18-44 years,1.2,59.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2015,16,18-44 years,1.2,57.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2016,17,18-44 years,1.2,58.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2017,18,18-44 years,1.2,56.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 18-44 years,3.18,2018,19,18-44 years,1.2,49.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2000,1,45-54 years,1.31,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2001,2,45-54 years,1.31,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2002,3,45-54 years,1.31,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2003,4,45-54 years,1.31,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2004,5,45-54 years,1.31,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2005,6,45-54 years,1.31,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2006,7,45-54 years,1.31,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2007,8,45-54 years,1.31,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2008,9,45-54 years,1.31,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2009,10,45-54 years,1.31,42.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2010,11,45-54 years,1.31,40.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2011,12,45-54 years,1.31,41.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2012,13,45-54 years,1.31,40.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2013,14,45-54 years,1.31,43.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2014,15,45-54 years,1.31,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2015,16,45-54 years,1.31,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2016,17,45-54 years,1.31,47.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2017,18,45-54 years,1.31,41.0,4.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 45-54 years,3.19,2018,19,45-54 years,1.31,39.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2000,1,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2001,2,55-64 years,1.32,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2002,3,55-64 years,1.32,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2003,4,55-64 years,1.32,30.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2004,5,55-64 years,1.32,30.0,,
